protein	RNA	label
YNL016W	YMR100W	1
YNL016W	YMR102C	1
YNL016W	YMR103C	1
YNL016W	YMR104C	1
YNL016W	YMR108W	1
YNL016W	YMR110C	1
YNL016W	YMR112C	1
YNL016W	YMR115W	1
YNL016W	YMR122W-A	1
YNL016W	YMR123W	1
YNL016W	YMR125W	1
YNL016W	YMR129W	1
YNL016W	YMR131C	1
YNL016W	YMR136W	1
YNL016W	YMR139W	1
YNL016W	YMR142C	1
YNL016W	YMR145C	1
YNL016W	YMR146C	1
YNL016W	YMR147W	1
YNL016W	YMR148W	1
YNL016W	YMR149W	1
YNL016W	YMR152W	1
YNL016W	YMR154C	1
YNL016W	YMR155W	1
YNL016W	YMR156C	1
YNL016W	YMR157C	1
YNL016W	YMR161W	1
YNL016W	YMR164C	1
YNL016W	YMR167W	1
YNL016W	YMR171C	1
YNL016W	YMR172W	1
YNL016W	YMR177W	1
YNL016W	YMR181C	1
YNL016W	YMR183C	1
YNL016W	YMR187C	1
YNL016W	YMR189W	1
YNL016W	YMR191W	1
YNL016W	YMR192W	1
YNL016W	YMR194C-A	1
YNL016W	YMR194C-B	1
YNL016W	YMR200W	1
YNL016W	YMR201C	1
YNL016W	YMR203W	1
YNL016W	YMR205C	1
YNL016W	YMR208W	1
YNL016W	YMR209C	1
YNL016W	YMR210W	1
YNL016W	YMR215W	1
YNL016W	YMR216C	1
YNL016W	YMR221C	1
YNL016W	YMR227C	1
YNL016W	YMR228W	1
YNL016W	YMR234W	1
YNL016W	YMR241W	1
YNL016W	YMR243C	1
YNL016W	YMR244C-A	1
YNL016W	YMR251W-A	1
YNL016W	YMR252C	1
YNL016W	YMR253C	1
YNL016W	YMR256C	1
YNL016W	YMR260C	1
YNL016W	YMR265C	1
YNL016W	YMR267W	1
YNL016W	YMR269W	1
YNL016W	YMR272C	1
YNL016W	YMR274C	1
YNL016W	YMR281W	1
YNL016W	YMR290C	1
YNL016W	YMR291W	1
YNL016W	YMR292W	1
YNL016W	YMR294W	1
YNL016W	YMR295C	1
YNL016W	YMR297W	1
YNL016W	YMR298W	1
YNL016W	YMR304W	1
YNL016W	YMR305C	1
YNL016W	YMR307W	1
YNL016W	YMR309C	1
YNL016W	YMR310C	1
YNL016W	YMR312W	1
YNL016W	YMR318C	1
YNL016W	YNL003C	1
YNL016W	YNL006W	1
YNL016W	YNL007C	1
YNL016W	YNL008C	1
YNL016W	YNL009W	1
YNL016W	YNL011C	1
YNL016W	YNL015W	1
YNL016W	YNL016W	1
YNL016W	YNL024C-A	1
YNL016W	YNL030W	1
YNL016W	YNL031C	1
YNL016W	YNL035C	1
YNL016W	YNL036W	1
YNL016W	YNL039W	1
YNL016W	YNL044W	1
YNL016W	YNL046W	1
YNL016W	YNL050C	1
YNL016W	YNL052W	1
YNL016W	YNL055C	1
YNL016W	YNL058C	1
YNL016W	YNL061W	1
YNL016W	YNL065W	1
YNL016W	YNL066W	1
YNL016W	YNL067W	1
YNL016W	YNL070W	1
YNL016W	YNL071W	1
YNL016W	YNL074C	1
YNL016W	YNL077W	1
YNL016W	YNL078W	1
YNL016W	YNL080C	1
YNL016W	YNL087W	1
YNL016W	YNL092W	1
YNL016W	YNL097C-A	1
YNL016W	YNL099C	1
YNL016W	YNL101W	1
YNL016W	YNL104C	1
YNL016W	YNL108C	1
YNL016W	YNL111C	1
YNL016W	YNL116W	1
YNL016W	YNL119W	1
YNL016W	YNL125C	1
YNL016W	YNL130C	1
YNL016W	YNL131W	1
YNL016W	YNL135C	1
YNL016W	YNL137C	1
YNL016W	YNL140C	1
YNL016W	YNL142W	1
YNL016W	YNL145W	1
YNL016W	YNL152W	1
YNL016W	YNL154C	1
YNL016W	YNL155W	1
YNL016W	YNL156C	1
YNL016W	YNL157W	1
YNL016W	YNL158W	1
YNL016W	YNL159C	1
YNL016W	YNL160W	1
YNL016W	YNL162W	1
YNL016W	YNL167C	1
YNL016W	YNL176C	1
YNL016W	YNL181W	1
YNL016W	YNL184C	1
YNL016W	YNL185C	1
YNL016W	YNL188W	1
YNL016W	YNL190W	1
YNL016W	YNL197C	1
YNL016W	YNL199C	1
YNL016W	YNL200C	1
YNL016W	YNL201C	1
YNL016W	YNL206C	1
YNL016W	YNL207W	1
YNL016W	YNL211C	1
YNL016W	YNL212W	1
YNL016W	YNL219C	1
YNL016W	YNL220W	1
YNL016W	YNL223W	1
YNL016W	YNL224C	1
YNL016W	YNL230C	1
YNL016W	YNL241C	1
YNL016W	YNL244C	1
YNL016W	YNL245C	1
YNL016W	YNL246W	1
YNL016W	YNL251C	1
YNL016W	YNL253W	1
YNL016W	YNL258C	1
YNL016W	YNL259C	1
YNL016W	YNL263C	1
YNL016W	YNL264C	1
YNL016W	YNL268W	1
YNL016W	YNL272C	1
YNL016W	YNL273W	1
YNL016W	YNL275W	1
YNL016W	YNL276C	1
YNL016W	YNL281W	1
YNL016W	YNL282W	1
YNL016W	YNL283C	1
YNL016W	YNL288W	1
YNL016W	YNL290W	1
YNL016W	YNL291C	1
YNL016W	YNL293W	1
YNL016W	YNL294C	1
YNL016W	YNL295W	1
YNL016W	YNL300W	1
YNL016W	YNL301C	1
YNL016W	YNL304W	1
YNL016W	YNL305C	1
YNL016W	YNL307C	1
YNL016W	YNL310C	1
YNL016W	YNL312W	1
YNL016W	YNL320W	1
YNL016W	YNL321W	1
YNL016W	YNL323W	1
YNL016W	YNL326C	1
YNL016W	YNL327W	1
YNL016W	YNL330C	1
YNL016W	YNL336W	1
YNL016W	YNR004W	1
YNL016W	YNR007C	1
YNL016W	YNR008W	1
YNL016W	YNR009W	1
YNL016W	YNR013C	1
YNL016W	YNR015W	1
YNL016W	YNR016C	1
YNL016W	YNR019W	1
YNL016W	YNR021W	1
YNL016W	YNR029C	1
YNL016W	YNR030W	1
YNL016W	YNR032C-A	1
YNL016W	YNR035C	1
YNL016W	YNR038W	1
YNL016W	YNR040W	1
YNL016W	YNR043W	1
YNL016W	YNR044W	1
YNL016W	YNR047W	1
YNL016W	YNR051C	1
YNL016W	YNR052C	1
YNL016W	YNR053C	1
YNL016W	YNR061C	1
YNL016W	YNR065C	1
YNL016W	YNR075W	1
YNL016W	YOL001W	1
YNL016W	YOL002C	1
YNL016W	YOL003C	1
YNL016W	YOL007C	1
YNL016W	YOL008W	1
YNL016W	YOL011W	1
YNL016W	YOL012C	1
YNL016W	YOL013C	1
YNL016W	YOL014W	1
YNL016W	YOL016C	1
YNL016W	YOL019W	1
YNL016W	YOL020W	1
YNL016W	YOL021C	1
YNL016W	YOL022C	1
YNL016W	YOL025W	1
YNL016W	YOL027C	1
YNL016W	YOL030W	1
YNL016W	YOL031C	1
YNL016W	YOL039W	1
YNL016W	YOL040C	1
YNL016W	YOL042W	1
YNL016W	YOL048C	1
YNL016W	YOL050C	1
YNL016W	YOL051W	1
YNL016W	YOL052C	1
YNL016W	YOL052C-A	1
YNL016W	YOL054W	1
YNL016W	YOL058W	1
YNL016W	YOL059W	1
YNL016W	YOL061W	1
YNL016W	YOL065C	1
YNL016W	YOL069W	1
YNL016W	YOL070C	1
YNL016W	YOL071W	1
YNL016W	YOL073C	1
YNL016W	YOL080C	1
YNL016W	YOL081W	1
YNL016W	YOL082W	1
YNL016W	YOL086C	1
YNL016W	YOL087C	1
YNL016W	YOL092W	1
YNL016W	YOL094C	1
YNL016W	YOL101C	1
YNL016W	YOL103W	1
YNL016W	YOL104C	1
YNL016W	YOL105C	1
YNL016W	YOL107W	1
YNL016W	YOL109W	1
YNL016W	YOL110W	1
YNL016W	YOL115W	1
YNL016W	YOL119C	1
YNL016W	YOL120C	1
YNL016W	YOL128C	1
YNL016W	YOL129W	1
YNL016W	YOL133W	1
YNL016W	YOL136C	1
YNL016W	YOL137W	1
YNL016W	YOL140W	1
YNL016W	YOL142W	1
YNL016W	YOL146W	1
YNL016W	YOL147C	1
YNL016W	YOL151W	1
YNL016W	YOL158C	1
YNL016W	YOL164W	1
YNL016W	YOR002W	1
YNL016W	YOR004W	1
YNL016W	YOR008C	1
YNL016W	YOR010C	1
YNL016W	YOR011W	1
YNL016W	YOR014W	1
YNL016W	YOR015W	1
YNL016W	YOR016C	1
YNL016W	YOR020W-A	1
YNL016W	YOR023C	1
YNL016W	YOR025W	1
YNL016W	YOR033C	1
YNL016W	YOR034C	1
YNL016W	YOR034C-A	1
YNL016W	YOR035C	1
YNL016W	YOR039W	1
YNL016W	YOR040W	1
YNL016W	YOR044W	1
YNL016W	YOR045W	1
YNL016W	YOR048C	1
YNL016W	YOR051C	1
YNL016W	YOR052C	1
YNL016W	YOR054C	1
YNL016W	YOR056C	1
YNL016W	YOR057W	1
YNL016W	YOR058C	1
YNL016W	YOR065W	1
YNL016W	YOR067C	1
YNL016W	YOR069W	1
YNL016W	YOR071C	1
YNL016W	YOR073W	1
YNL016W	YOR079C	1
YNL016W	YOR081C	1
YNL016W	YOR084W	1
YNL016W	YOR085W	1
YNL016W	YOR086C	1
YNL016W	YOR089C	1
YNL016W	YOR092W	1
YNL016W	YOR094W	1
YNL016W	YOR095C	1
YNL016W	YOR097C	1
YNL016W	YOR099W	1
YNL016W	YOR101W	1
YNL016W	YOR103C	1
YNL016W	YOR107W	1
YNL016W	YOR113W	1
YNL016W	YOR120W	1
YNL016W	YOR122C	1
YNL016W	YOR132W	1
YNL016W	YOR136W	1
YNL016W	YOR137C	1
YNL016W	YOR140W	1
YNL016W	YOR149C	1
YNL016W	YOR150W	1
YNL016W	YOR153W	1
YNL016W	YOR156C	1
YNL016W	YOR159C	1
YNL016W	YOR161C	1
YNL016W	YOR163W	1
YNL016W	YOR168W	1
YNL016W	YOR174W	1
YNL016W	YOR175C	1
YNL016W	YOR176W	1
YNL016W	YOR179C	1
YNL016W	YOR194C	1
YNL016W	YOR195W	1
YNL016W	YOR196C	1
YNL016W	YOR198C	1
YNL016W	YOR204W	1
YNL016W	YOR211C	1
YNL016W	YOR213C	1
YNL016W	YOR216C	1
YNL016W	YOR219C	1
YNL016W	YOR221C	1
YNL016W	YOR223W	1
YNL016W	YOR229W	1
YNL016W	YOR231W	1
YNL016W	YOR232W	1
YNL016W	YOR235W	1
YNL016W	YOR236W	1
YNL016W	YOR244W	1
YNL016W	YOR245C	1
YNL016W	YOR247W	1
YNL016W	YOR248W	1
YNL016W	YOR253W	1
YNL016W	YOR259C	1
YNL016W	YOR261C	1
YNL016W	YOR264W	1
YNL016W	YOR265W	1
YNL016W	YOR267C	1
YNL016W	YOR272W	1
YNL016W	YOR273C	1
YNL016W	YOR276W	1
YNL016W	YOR283W	1
YNL016W	YOR286W	1
YNL016W	YOR287C	1
YNL016W	YOR292C	1
YNL016W	YOR294W	1
YNL016W	YOR297C	1
YNL016W	YOR298C-A	1
YNL016W	YOR301W	1
YNL016W	YOR302W	1
YNL016W	YOR303W	1
YNL016W	YOR306C	1
YNL016W	YOR307C	1
YNL016W	YOR311C	1
YNL016W	YOR315W	1
YNL016W	YOR316C	1
YNL016W	YOR317W	1
YNL016W	YOR319W	1
YNL016W	YOR321W	1
YNL016W	YOR330C	1
YNL016W	YOR335C	1
YNL016W	YOR344C	1
YNL016W	YOR347C	1
YNL016W	YOR350C	1
YNL016W	YOR352W	1
YNL016W	YOR355W	1
YNL016W	YOR356W	1
YNL016W	YOR358W	1
YNL016W	YOR359W	1
YNL016W	YOR360C	1
YNL016W	YOR361C	1
YNL016W	YOR363C	1
YNL016W	YOR372C	1
YNL016W	YOR385W	1
YNL016W	YOR386W	1
YNL016W	YOR390W	1
YNL016W	YPL001W	1
YNL016W	YPL002C	1
YNL016W	YPL003W	1
YNL016W	YPL004C	1
YNL016W	YPL006W	1
YNL016W	YPL011C	1
YNL016W	YPL015C	1
YNL016W	YPL016W	1
YNL016W	YPL019C	1
YNL016W	YPL020C	1
YNL016W	YPL025C	1
YNL016W	YPL030W	1
YNL016W	YPL032C	1
YNL016W	YPL037C	1
YNL016W	YPL038W-A	1
YNL016W	YPL039W	1
YNL016W	YPL041C	1
YNL016W	YPL042C	1
YNL016W	YPL047W	1
YNL016W	YPL050C	1
YNL016W	YPL052W	1
YNL016W	YPL053C	1
YNL016W	YPL055C	1
YNL016W	YPL056C	1
YNL016W	YPL057C	1
YNL016W	YPL058C	1
YNL016W	YPL059W	1
YNL016W	YPL065W	1
YNL016W	YPL067C	1
YNL016W	YPL074W	1
YNL016W	YPL076W	1
YNL016W	YPL078C	1
YNL016W	YPL084W	1
YNL016W	YPL087W	1
YNL016W	YPL089C	1
YNL016W	YPL090C	1
YNL016W	YPL093W	1
YNL016W	YPL095C	1
YNL016W	YPL096C-A	1
YNL016W	YPL098C	1
YNL016W	YPL116W	1
YNL016W	YPL117C	1
YNL016W	YPL126W	1
YNL016W	YPL127C	1
YNL016W	YPL128C	1
YNL016W	YPL132W	1
YNL016W	YPL134C	1
YNL016W	YPL135W	1
YNL016W	YPL139C	1
YNL016W	YPL145C	1
YNL016W	YPL154C	1
YNL016W	YPL156C	1
YNL016W	YPL159C	1
YNL016W	YPL166W	1
YNL016W	YPL170W	1
YNL016W	YPL176C	1
YNL016W	YPL177C	1
YNL016W	YPL178W	1
YNL016W	YPL179W	1
YNL016W	YPL183W-A	1
YNL016W	YPL184C	1
YNL016W	YPL189C-A	1
YNL016W	YPL190C	1
YNL016W	YPL203W	1
YNL016W	YPL206C	1
YNL016W	YPL208W	1
YNL016W	YPL210C	1
YNL016W	YPL211W	1
YNL016W	YPL219W	1
YNL016W	YPL224C	1
YNL016W	YPL226W	1
YNL016W	YPL228W	1
YNL016W	YPL232W	1
YNL016W	YPL234C	1
YNL016W	YPL241C	1
YNL016W	YPL242C	1
YNL016W	YPL244C	1
YNL016W	YPL246C	1
YNL016W	YPL247C	1
YNL016W	YPL249C-A	1
YNL016W	YPL250C	1
YNL016W	YPL252C	1
YNL016W	YPL256C	1
YNL016W	YPL265W	1
YNL016W	YPL271W	1
YNL016W	YPL272C	1
YNL016W	YPL274W	1
YNL016W	YPL279C	1
YNL016W	YPR001W	1
YNL016W	YPR006C	1
YNL016W	YPR016C	1
YNL016W	YPR019W	1
YNL016W	YPR020W	1
YNL016W	YPR023C	1
YNL016W	YPR025C	1
YNL016W	YPR028W	1
YNL016W	YPR035W	1
YNL016W	YPR036W-A	1
YNL016W	YPR042C	1
YNL016W	YPR052C	1
YNL016W	YPR053C	1
YNL016W	YPR058W	1
YNL016W	YPR062W	1
YNL016W	YPR065W	1
YNL016W	YPR067W	1
YNL016W	YPR069C	1
YNL016W	YPR071W	1
YNL016W	YPR073C	1
YNL016W	YPR098C	1
YNL016W	YPR105C	1
YNL016W	YPR106W	1
YNL016W	YPR107C	1
YNL016W	YPR108W	1
YNL016W	YPR109W	1
YNL016W	YPR113W	1
YNL016W	YPR114W	1
YNL016W	YPR115W	1
YNL016W	YPR118W	1
YNL016W	YPR119W	1
YNL016W	YPR120C	1
YNL016W	YPR122W	1
YNL016W	YPR127W	1
YNL016W	YPR128C	1
YNL016W	YPR131C	1
YNL016W	YPR132W	1
YNL016W	YPR133C	1
YNL016W	YPR137W	1
YNL016W	YPR138C	1
YNL016W	YPR140W	1
YNL016W	YPR143W	1
YNL016W	YPR144C	1
YNL016W	YPR147C	1
YNL016W	YPR148C	1
YNL016W	YPR149W	1
YNL016W	YPR153W	1
YNL016W	YPR154W	1
YNL016W	YPR156C	1
YNL016W	YPR157W	1
YNL016W	YPR158W	1
YNL016W	YPR159W	1
YNL016W	YPR160W	1
YNL016W	YPR163C	1
YNL016W	YPR164W	1
YNL016W	YPR165W	1
YNL016W	YPR168W	1
YNL016W	YPR171W	1
YNL016W	YPR172W	1
YNL016W	YPR176C	1
YNL016W	YPR181C	1
YNL016W	YPR182W	1
YNL016W	YPR183W	1
YNL016W	YPR184W	1
YNL016W	YPR186C	1
YNL016W	YPR187W	1
YNL016W	YPR188C	1
YNL016W	YPR191W	1
YNL016W	YPR196W	1
YNL016W	YPR198W	1
YNL016W	YPR199C	1
YNL016W	YPR202W	1
YNL016W	YPR203W	1
YGL044C	YGL044C	1
YGL044C	YLR073C	1
YGL178W	YAL011W	1
YGL178W	YAL032C	1
YGL178W	YBL003C	1
YGL178W	YBL027W	1
YGL178W	YBL028C	1
YGL178W	YBL052C	1
YGL178W	YBL111C	1
YGL178W	YBL112C	1
YGL178W	YBL113C	1
YGL178W	YBR009C	1
YGL178W	YBR010W	1
YGL178W	YBR034C	1
YGL178W	YBR049C	1
YGL178W	YBR060C	1
YGL178W	YBR159W	1
YGL178W	YBR162C	1
YGL178W	YBR163W	1
YGL178W	YBR168W	1
YGL178W	YBR210W	1
YGL178W	YBR211C	1
YGL178W	YBR221C	1
YGL178W	YBR260C	1
YGL178W	YCR008W	1
YGL178W	YDL002C	1
YGL178W	YDL019C	1
YGL178W	YDL070W	1
YGL178W	YDL071C	1
YGL178W	YDL076C	1
YGL178W	YDL159W	1
YGL178W	YDL160C	1
YGL178W	YDL167C	1
YGL178W	YDL240W	1
YGL178W	YDR003W	1
YGL178W	YDR075W	1
YGL178W	YDR109C	1
YGL178W	YDR110W	1
YGL178W	YDR120C	1
YGL178W	YDR174W	1
YGL178W	YDR194C	1
YGL178W	YDR224C	1
YGL178W	YDR225W	1
YGL178W	YDR381W	1
YGL178W	YDR393W	1
YGL178W	YDR415C	1
YGL178W	YDR432W	1
YGL178W	YDR448W	1
YGL178W	YDR451C	1
YGL178W	YDR528W	1
YGL178W	YEL018W	1
YGL178W	YEL040W	1
YGL178W	YEL076C-A	1
YGL178W	YER049W	1
YGL178W	YER056C	1
YGL178W	YER070W	1
YGL178W	YER089C	1
YGL178W	YER112W	1
YGL178W	YER141W	1
YGL178W	YER169W	1
YGL178W	YER171W	1
YGL178W	YFL017W-A	1
YGL178W	YFL066C	1
YGL178W	YGL096W	1
YGL178W	YGL101W	1
YGL178W	YGL102C	1
YGL178W	YGL103W	1
YGL178W	YGL152C	1
YGL178W	YGL153W	1
YGL178W	YGL250W	1
YGL178W	YGR034W	1
YGL178W	YGR041W	1
YGL178W	YGR198W	1
YGL178W	YGR249W	1
YGL178W	YHL049C	1
YGL178W	YHL050C	1
YGL178W	YHR035W	1
YGL178W	YHR036W	1
YGL178W	YHR061C	1
YGL178W	YHR133C	1
YGL178W	YHR151C	1
YGL178W	YHR167W	1
YGL178W	YHR178W	1
YGL178W	YHR195W	1
YGL178W	YHR218W	1
YGL178W	YHR219W	1
YGL178W	YIL030C	1
YGL178W	YIL118W	1
YGL178W	YIL152W	1
YGL178W	YIL157C	1
YGL178W	YIL177C	1
YGL178W	YIR010W	1
YGL178W	YIR030C	1
YGL178W	YJL083W	1
YGL178W	YJL094C	1
YGL178W	YJL110C	1
YGL178W	YJL147C	1
YGL178W	YJL168C	1
YGL178W	YJL169W	1
YGL178W	YJL225C	1
YGL178W	YJR054W	1
YGL178W	YJR066W	1
YGL178W	YKL005C	1
YGL178W	YKL025C	1
YGL178W	YKL032C	1
YGL178W	YKL039W	1
YGL178W	YKL042W	1
YGL178W	YKL043W	1
YGL178W	YKL044W	1
YGL178W	YKL048C	1
YGL178W	YKL058W	1
YGL178W	YKL100C	1
YGL178W	YKL112W	1
YGL178W	YKL156W	1
YGL178W	YKL166C	1
YGL178W	YKL202W	1
YGL178W	YKR008W	1
YGL178W	YKR060W	1
YGL178W	YKR083C	1
YGL178W	YKR092C	1
YGL178W	YLL066C	1
YGL178W	YLL067C	1
YGL178W	YLR033W	1
YGL178W	YLR052W	1
YGL178W	YLR053C	1
YGL178W	YLR055C	1
YGL178W	YLR084C	1
YGL178W	YLR212C	1
YGL178W	YLR214W	1
YGL178W	YLR220W	1
YGL178W	YLR322W	1
YGL178W	YLR344W	1
YGL178W	YLR357W	1
YGL178W	YLR394W	1
YGL178W	YLR399C	1
YGL178W	YLR405W	1
YGL178W	YLR425W	1
YGL178W	YLR455W	1
YGL178W	YLR463C	1
YGL178W	YML022W	1
YGL178W	YML052W	1
YGL178W	YML077W	1
YGL178W	YML133C	1
YGL178W	YMR080C	1
YGL178W	YMR126C	1
YGL178W	YMR161W	1
YGL178W	YMR193C-A	1
YGL178W	YMR241W	1
YGL178W	YMR257C	1
YGL178W	YMR266W	1
YGL178W	YMR274C	1
YGL178W	YMR282C	1
YGL178W	YMR307W	1
YGL178W	YNL020C	1
YGL178W	YNL021W	1
YGL178W	YNL030W	1
YGL178W	YNL031C	1
YGL178W	YNL047C	1
YGL178W	YNL058C	1
YGL178W	YNL066W	1
YGL178W	YNL095C	1
YGL178W	YNL098C	1
YGL178W	YNL151C	1
YGL178W	YNL152W	1
YGL178W	YNL188W	1
YGL178W	YNL225C	1
YGL178W	YNL237W	1
YGL178W	YNL274C	1
YGL178W	YNL275W	1
YGL178W	YNL278W	1
YGL178W	YNL330C	1
YGL178W	YNR008W	1
YGL178W	YNR031C	1
YGL178W	YOL004W	1
YGL178W	YOL023W	1
YGL178W	YOL067C	1
YGL178W	YOL068C	1
YGL178W	YOL116W	1
YGL178W	YOL158C	1
YGL178W	YOR058C	1
YGL178W	YOR073W	1
YGL178W	YOR079C	1
YGL178W	YOR095C	1
YGL178W	YOR107W	1
YGL178W	YOR140W	1
YGL178W	YOR151C	1
YGL178W	YOR159C	1
YGL178W	YOR257W	1
YGL178W	YOR283W	1
YGL178W	YOR346W	1
YGL178W	YOR347C	1
YGL178W	YOR359W	1
YGL178W	YPL032C	1
YGL178W	YPL038W	1
YGL178W	YPL066W	1
YGL178W	YPL128C	1
YGL178W	YPL149W	1
YGL178W	YPL243W	1
YGL178W	YPL254W	1
YGL178W	YPL255W	1
YGL178W	YPL269W	1
YGL178W	YPR008W	1
YGL178W	YPR019W	1
YGL178W	YPR067W	1
YGL178W	YPR101W	1
YGL178W	YPR157W	1
YGL178W	YPR171W	1
YGL178W	YPR189W	1
YGL178W	YPR203W	1
YGL178W	YPR204W	1
YLL013C	YAL017W	1
YLL013C	YAL039C	1
YLL013C	YBL008W	1
YLL013C	YBL059W	1
YLL013C	YBL080C	1
YLL013C	YBL090W	1
YLL013C	YBL107C	1
YLL013C	YBR120C	1
YLL013C	YBR122C	1
YLL013C	YBR146W	1
YLL013C	YBR179C	1
YLL013C	YBR185C	1
YLL013C	YBR192W	1
YLL013C	YBR251W	1
YLL013C	YBR268W	1
YLL013C	YBR282W	1
YLL013C	YCL051W	1
YLL013C	YCR003W	1
YLL013C	YCR008W	1
YLL013C	YCR023C	1
YLL013C	YCR071C	1
YLL013C	YDL008W	1
YLL013C	YDL044C	1
YLL013C	YDL107W	1
YLL013C	YDL202W	1
YLL013C	YDR036C	1
YLL013C	YDR041W	1
YLL013C	YDR042C	1
YLL013C	YDR079W	1
YLL013C	YDR115W	1
YLL013C	YDR116C	1
YLL013C	YDR124W	1
YLL013C	YDR125C	1
YLL013C	YDR175C	1
YLL013C	YDR194C	1
YLL013C	YDR237W	1
YLL013C	YDR269C	1
YLL013C	YDR271C	1
YLL013C	YDR296W	1
YLL013C	YDR316W	1
YLL013C	YDR347W	1
YLL013C	YDR375C	1
YLL013C	YDR380W	1
YLL013C	YDR430C	1
YLL013C	YDR462W	1
YLL013C	YDR511W	1
YLL013C	YEL050C	1
YLL013C	YER093C-A	1
YLL013C	YER107C	1
YLL013C	YER141W	1
YLL013C	YER154W	1
YLL013C	YFL036W	1
YLL013C	YGL013C	1
YLL013C	YGL068W	1
YLL013C	YGL069C	1
YLL013C	YGL071W	1
YLL013C	YGL107C	1
YLL013C	YGL129C	1
YLL013C	YGL143C	1
YLL013C	YGL226W	1
YLL013C	YGL235W	1
YLL013C	YGL236C	1
YLL013C	YGR021W	1
YLL013C	YGR028W	1
YLL013C	YGR062C	1
YLL013C	YGR084C	1
YLL013C	YGR112W	1
YLL013C	YGR132C	1
YLL013C	YGR150C	1
YLL013C	YGR165W	1
YLL013C	YGR171C	1
YLL013C	YGR212W	1
YLL013C	YGR215W	1
YLL013C	YGR216C	1
YLL013C	YGR219W	1
YLL013C	YGR220C	1
YLL013C	YGR222W	1
YLL013C	YGR257C	1
YLL013C	YHL004W	1
YLL013C	YHL014C	1
YLL013C	YHR005C-A	1
YLL013C	YHR011W	1
YLL013C	YHR038W	1
YLL013C	YHR059W	1
YLL013C	YHR090C	1
YLL013C	YHR091C	1
YLL013C	YHR109W	1
YLL013C	YHR116W	1
YLL013C	YHR119W	1
YLL013C	YHR147C	1
YLL013C	YHR194W	1
YLL013C	YHR198C	1
YLL013C	YIL006W	1
YLL013C	YIL022W	1
YLL013C	YIL070C	1
YLL013C	YIL093C	1
YLL013C	YIL098C	1
YLL013C	YIL134W	1
YLL013C	YIR021W	1
YLL013C	YJL063C	1
YLL013C	YJL067W	1
YLL013C	YJL071W	1
YLL013C	YJL096W	1
YLL013C	YJL104W	1
YLL013C	YJL143W	1
YLL013C	YJL209W	1
YLL013C	YJR034W	1
YLL013C	YJR101W	1
YLL013C	YJR122W	1
YLL013C	YJR133W	1
YLL013C	YKL003C	1
YLL013C	YKL039W	1
YLL013C	YKL087C	1
YLL013C	YKL130C	1
YLL013C	YKL137W	1
YLL013C	YKL138C	1
YLL013C	YKL139W	1
YLL013C	YKL167C	1
YLL013C	YKL169C	1
YLL013C	YKL170W	1
YLL013C	YKL194C	1
YLL013C	YKR006C	1
YLL013C	YLL009C	1
YLL013C	YLR008C	1
YLL013C	YLR026C	1
YLL013C	YLR069C	1
YLL013C	YLR079W	1
YLL013C	YLR090W	1
YLL013C	YLR112W	1
YLL013C	YLR127C	1
YLL013C	YLR139C	1
YLL013C	YLR177W	1
YLL013C	YLR202C	1
YLL013C	YLR204W	1
YLL013C	YLR214W	1
YLL013C	YLR218C	1
YLL013C	YLR253W	1
YLL013C	YLR289W	1
YLL013C	YLR382C	1
YLL013C	YLR390W	1
YLL013C	YLR394W	1
YLL013C	YLR439W	1
YLL013C	YML009C	1
YLL013C	YML025C	1
YLL013C	YML030W	1
YLL013C	YML050W	1
YLL013C	YMR098C	1
YLL013C	YMR129W	1
YLL013C	YMR157C	1
YLL013C	YMR158W	1
YLL013C	YMR166C	1
YLL013C	YMR172W	1
YLL013C	YMR188C	1
YLL013C	YMR193W	1
YLL013C	YMR225C	1
YLL013C	YMR228W	1
YLL013C	YMR257C	1
YLL013C	YMR282C	1
YLL013C	YMR287C	1
YLL013C	YMR291W	1
YLL013C	YMR293C	1
YLL013C	YNL005C	1
YLL013C	YNL026W	1
YLL013C	YNL073W	1
YLL013C	YNL081C	1
YLL013C	YNL083W	1
YLL013C	YNL122C	1
YLL013C	YNL131W	1
YLL013C	YNL137C	1
YLL013C	YNL177C	1
YLL013C	YNL184C	1
YLL013C	YNL185C	1
YLL013C	YNL194C	1
YLL013C	YNL195C	1
YLL013C	YNL252C	1
YLL013C	YNL284C	1
YLL013C	YNL293W	1
YLL013C	YNL295W	1
YLL013C	YNL310C	1
YLL013C	YNL315C	1
YLL013C	YNR008W	1
YLL013C	YNR017W	1
YLL013C	YNR020C	1
YLL013C	YNR022C	1
YLL013C	YNR031C	1
YLL013C	YNR036C	1
YLL013C	YNR037C	1
YLL013C	YNR040W	1
YLL013C	YNR052C	1
YLL013C	YOL023W	1
YLL013C	YOL033W	1
YLL013C	YOL071W	1
YLL013C	YOL153C	1
YLL013C	YOR045W	1
YLL013C	YOR110W	1
YLL013C	YOR150W	1
YLL013C	YOR158W	1
YLL013C	YOR187W	1
YLL013C	YOR200W	1
YLL013C	YOR201C	1
YLL013C	YOR205C	1
YLL013C	YOR286W	1
YLL013C	YOR333C	1
YLL013C	YOR334W	1
YLL013C	YPL008W	1
YLL013C	YPL013C	1
YLL013C	YPL029W	1
YLL013C	YPL040C	1
YLL013C	YPL059W	1
YLL013C	YPL072W	1
YLL013C	YPL087W	1
YLL013C	YPL097W	1
YLL013C	YPL103C	1
YLL013C	YPL104W	1
